ID,NAME,POP 2010,LATITUDE,LONGITUDE
2506,Central,26864,30.5543546,-91.0367706
2507,Cottonwood Shores,1123,30.5557453,-98.3239126
2508,Livonia,1442,30.5590803,-91.555945
2509,Port Barre,2055,30.5601953,-91.9540055
2510,Bradfordville,-999,30.5613099,-84.2176763
2511,Callahan,1123,30.5621807,-81.8306621
2512,Meadowlakes,1777,30.5624118,-98.2964118
2513,Sandow,-999,30.5646467,-97.0727654
2514,Bancroft,-999,30.5652019,-93.6854506
2515,Sonora,3027,30.5668484,-100.6434273
2516,Chataignier,364,30.5685318,-92.3220732
2517,Greensboro,602,30.5693597,-84.7432493
2518,Altha,536,30.5704721,-85.1271442
2519,Taylor,15191,30.5707551,-97.4094438
2520,Alsen,-999,30.5712989,-91.204275
2521,American Beach,-999,30.5749605,-81.4439788
2522,Loyal Valley,-999,30.5757414,-99.0078271
2523,Watson,1047,30.5757431,-90.9531574
2524,Fred,-999,30.5765947,-94.176299
2525,Segno,-999,30.5771485,-94.6863153
2526,Tickfaw,694,30.5774119,-90.4831456
2527,Marble Falls,6077,30.5782446,-98.2728003
2528,Leander,26521,30.5788055,-97.8530686
2529,Bakers Mill,-999,30.5796601,-82.939302
2530,Floridatown,244,30.5813052,-87.1546917
2531,Gonzalez,13273,30.5815828,-87.2913629
2532,Ozona,-999,30.584635,-89.6636757
2533,Big Point,611,30.5868621,-88.4819601
2534,Quincy,7972,30.5871392,-84.5832453
2535,Valentine,134,30.5873662,-104.4965912
2536,Fort Davis,1201,30.5882111,-103.8946253
2537,Baker,13895,30.5882429,-91.168163
2538,Granite Shoals,4910,30.589077,-98.3839153
2539,Tillmans Corner,17398,30.5901929,-88.1708352
2540,Amelia City,-999,30.5902381,-81.4573127
2541,Thrall,839,30.5904772,-97.2969402
2542,Coldspring,853,30.592421,-95.1293818
2543,Compass Lake,-999,30.5926937,-85.3927045
2544,Pinetta,-999,30.5940965,-83.3523709
2545,Miccosukee,-999,30.5946435,-84.041281
2546,Carlos,-999,30.5946437,-96.0780116
2547,Fordoche,928,30.5960234,-91.6165022
2548,Bagdad,3761,30.5988048,-87.0310767
2549,Pace,20039,30.5993603,-87.1610808
2550,Chriesman,-999,30.5993675,-96.770811
2551,Sunrise Beach Village,713,30.5996319,-98.4100274
2552,Daphne,21570,30.6035255,-87.9036047
2553,Cleo,-999,30.6037957,-99.8750709
2554,Oxford,-999,30.6040745,-98.7042045
2555,Jennings,878,30.6041015,-83.0979184
2556,Longville,635,30.6051979,-93.2318269
2557,Goodrich,271,30.6054775,-94.9466003
2558,Highland Haven,431,30.6082428,-98.3958605
2559,Cantonment,-999,30.6085265,-87.339976
2560,Bush,-999,30.6088011,-89.9000731
2561,Alliance,-999,30.6099162,-85.1135339
2562,Shiro,-999,30.6132536,-95.8882846
2563,Thorndale,1336,30.6138101,-97.2055482
2564,Council,-999,30.6141085,-82.5109607
2565,Warren,757,30.6146489,-94.408529
2566,East Milton,11074,30.6151932,-87.0216321
2567,Washington,964,30.6163073,-92.057063
2568,Ashville,-999,30.6165911,-83.6465465
2569,Italia,-999,30.616625,-81.7170472
2570,Carriere,-999,30.6168569,-89.6525648
2571,Gretna,1460,30.6171378,-84.6599145
2572,Loxley,1632,30.6182476,-87.7530454
2573,Juanita,-999,30.6185322,-93.4251669
2574,Ledoux,-999,30.6190861,-92.1901237
2575,Oberlin,1770,30.6201984,-92.7626462
2576,Jarreau,-999,30.6207439,-91.450945
2577,Sink Creek,-999,30.6226939,-85.1515906
2578,Vernon,687,30.6229702,-85.7121531
2579,Havana,1754,30.6238069,-84.414629
2580,Glynn,-999,30.6265763,-91.3553885
2581,Point Blue,-999,30.6271422,-92.3023502
2582,College Station,93857,30.627977,-96.3344068
2583,Lovett,-999,30.6282582,-83.5732113
2584,Dallardsville,-999,30.6285363,-94.6318698
2585,Folsom,716,30.6301889,-90.1873048
2586,Hardaway,-999,30.6304701,-84.7354724
2587,Yulee,11491,30.6319034,-81.6064866
2588,Wausau,383,30.6321375,-85.5888182
2589,Milton,8826,30.6324149,-87.0396881
2590,Cottage Hill,-999,30.6326926,-87.3199753
2591,Georgetown,47400,30.6326942,-97.6772311
2592,Mamou,3242,30.6338092,-92.4192993
2593,Independence,1665,30.635466,-90.5009245
2594,Loranger,-999,30.6357439,-90.3981441
2595,Saucier,1342,30.6357481,-89.1350449
2596,Circleville,-999,30.6374186,-97.4355567
2597,Jonah,-999,30.6379733,-97.5408381
2598,Wade,1074,30.6424158,-88.5697424
2599,Fairland,-999,30.6440751,-98.2847464
2600,Eucheeanna,-999,30.6457469,-86.0449384
2601,Potter,-999,30.6468809,-82.9331921
2602,Hinson,-999,30.6474175,-84.4165738
2603,Zachary,14960,30.6485191,-91.1564961
2604,Fred,-999,30.6487968,-91.1053837
2605,Sun,470,30.6490783,-89.8925736
2606,Round Lake,-999,30.6515827,-85.3888165
2607,Singleton,-999,30.6521413,-95.958564
2608,Cape Royale,670,30.6530431,-95.1265392
2609,Singer,287,30.6549209,-93.4123893
2610,Rockdale,5595,30.6554759,-97.0013744
2611,Kingsland,6030,30.6582405,-98.4405849
2612,Harold,823,30.6590808,-86.8802385
2613,Kirbyville,2142,30.6604815,-93.8926809
2614,Hurley,1551,30.6610264,-88.4941838
2615,Jamieson,-999,30.6626947,-84.4504642
2616,Liberty Hill,967,30.6649119,-97.9225161
2617,Howison,-999,30.6654698,-89.1383792
2618,Hedwigs Hill,-999,30.6657367,-99.1119965
2619,Quintette,-999,30.6663028,-87.312753
2620,Hillister,-999,30.6677037,-94.3813066
2621,McNeill,-999,30.6688006,-89.6383986
2622,Dry Creek,-999,30.6690861,-93.0454332
2623,Fernandina Beach,11487,30.6696818,-81.4625919
2624,Becker,-999,30.6713471,-81.6412111
2625,Ravenswood,-999,30.6721322,-91.6895592
2626,Weir,450,30.6738046,-97.5847288
2627,Reddell,733,30.6740864,-92.4262441
2628,Bryan,76201,30.6743643,-96.3699632
2629,Spanish Fort,6798,30.6749127,-87.9152724
2630,London,-999,30.6768485,-99.5764516
2631,Roeville,608,30.6768581,-86.9935756
2632,Wallace,1785,30.6774137,-87.1799705
2633,Port Hudson,-999,30.678241,-91.2695543
2634,Needmore,-999,30.6791038,-82.7115223
2635,Husser,-999,30.679354,-90.3373098
2636,Ivanhoe North,538,30.6809711,-94.4250926
2637,Montpelier,266,30.6810194,-90.6489843
2638,Ventress,890,30.6818525,-91.4081679
2639,Fargo,321,30.6818841,-82.5665192
2640,Lake Park,733,30.682153,-83.1795897
2641,Ville Platte,7430,30.6879749,-92.2715157
2642,Mooring,-999,30.6896417,-96.5555243
2643,Point Baker,2991,30.690191,-87.0535775
2644,Sheffield,-999,30.6904452,-101.8226258
2645,Hilliard,3086,30.691068,-81.9173334
2646,Clyattville,-999,30.691594,-83.3151501
2647,Oak Grove,-999,30.6918582,-84.7332511
2648,Stephen Creek,-999,30.6924162,-95.1841054
2649,Bleakwood,-999,30.6924253,-93.8224015
2650,Chancellor,-999,30.6926581,-103.1740551
2651,Vidrine,-999,30.6926971,-92.3981875
2652,Spurger,-999,30.6927042,-94.1776897
2653,Melville,1041,30.6929653,-91.744004
2654,Barrineau Park,-999,30.6938019,-87.4360913
2655,Alford,489,30.6938049,-85.3921505
2656,Mobile,195111,30.6943566,-88.0430541
2657,Indian Springs,785,30.695779,-94.752802
2658,Twin Lakes,-999,30.6960408,-83.2057022
2659,Phelps,-999,30.6963049,-95.4443865
2660,West Livingston,8071,30.6982503,-95.0018801
2661,Serenada,1641,30.6993579,-97.6919549
2662,Metcalf,-999,30.7001964,-83.9879463
2663,New Roads,4831,30.7015741,-91.4362242
2664,Tarver,-999,30.7016018,-82.924304
2665,Statenville,1040,30.7032675,-83.0276398
2666,Chattahoochee,3652,30.7051916,-84.8429759
2667,Mittie,-999,30.7068632,-92.9068183
2668,McHenry,-999,30.7076913,-89.1383803
2669,Sneads,1849,30.707692,-84.9243663
2670,Pine Grove,-999,30.7099069,-90.7539872
2671,Ozona,3225,30.7101731,-101.2006665
2672,Oakdale,-999,30.7104713,-85.1852048
2673,Milano,428,30.7104729,-96.863314
2674,Livingston,5335,30.711029,-94.9329898
2675,Grand Ridge,892,30.7124146,-85.0202017
2676,Cypress,-999,30.7132484,-85.0738138
2677,Gullett,-999,30.7146305,-90.5064813
2678,Holt,-999,30.7157457,-86.7457897
2679,Slaughter,997,30.7174063,-91.1414958
2680,Palmetto,164,30.7174143,-91.9092821
2681,Baden,-999,30.7174214,-83.5651574
2682,Lindsay,-999,30.7176843,-91.2178866
2683,Granger,1419,30.7176929,-97.4427801
2684,Lake Bryan,1728,30.7188079,-96.4631635
2685,De Funiak Springs,5177,30.7210227,-86.1152184
2686,Ponce de Leon,598,30.7229671,-85.9374357
2687,Huntsville,38548,30.7235263,-95.5507771
2688,Molino,1277,30.7240791,-87.3141422
2689,Amite,4141,30.7265747,-90.5089815
2690,Calvary,161,30.7268608,-84.3496275
2691,Saint Marys,17121,30.730514,-81.5464851
2692,Lebeau,-999,30.7313054,-91.9770598
2693,Mumford,-999,30.7343621,-96.564969
2694,Magnolia Springs,-999,30.7354815,-94.0265754
2695,Oakhurst,233,30.7371362,-95.3160517
2696,Art,-999,30.7385109,-99.1114416
2697,Morganza,610,30.738518,-91.5942819
2698,Prichard,22659,30.7387998,-88.0788889
2699,Buchanan Dam,1519,30.7399037,-98.4311413
2700,Bon Wier,-999,30.7399237,-93.643231
2701,Stapleton,-999,30.742689,-87.7933252
2702,Mossy Head,-999,30.7432446,-86.3149464
2703,Bertram,1353,30.7437957,-98.0555763
2704,Chispa,-999,30.744585,-104.6974287
2705,Dodge,-999,30.7454694,-95.3979971
2706,Point Blank,688,30.747387,-95.2163656
2707,Dasher,912,30.7474278,-83.220704
2708,Zona,-999,30.7482424,-90.0811921
2709,Benchley,-999,30.7485286,-96.4585765
2710,Mason,2114,30.7487884,-99.230611
2711,Attapulgus,449,30.7490815,-84.4837999
2712,Sharp,-999,30.7513037,-97.1561029
2713,Easton,-999,30.7513073,-92.4287443
2714,Milligan,-999,30.7524109,-86.6407876
2715,Faceville,-999,30.753247,-84.6399159
2716,Merryville,1103,30.754367,-93.540451
2717,Elba,-999,30.7554639,-91.7640041
2718,Burnet,5987,30.7582376,-98.2283585
2719,Minerva,-999,30.7582485,-96.9880411
2720,Llano,3232,30.7593452,-98.6750379
2721,Crestview,20978,30.7621326,-86.5705084
2722,Wixon Valley,254,30.7621387,-96.3188508
2723,Allentown,894,30.7626889,-87.0421883
2724,Chickasaw,6106,30.7637991,-88.0747222
2725,Streeter,-999,30.7649,-99.3764478
2726,Roseland,1123,30.7649069,-90.5117599
2727,Boulogne,-999,30.7716226,-81.9759471
2728,Iola,401,30.77186,-96.0749557
2729,Caryville,411,30.7732441,-85.8140997
2730,Reno,-999,30.7738045,-84.2921255
2731,Marianna,6102,30.7743596,-85.2268735
2732,Westville,289,30.7746326,-85.8516005
2733,Woodville,2586,30.7752011,-94.4154758
2734,Bedias,443,30.7757486,-95.949397
2735,Chumuckla,850,30.7765777,-87.2371948
2736,Pine Barren,-999,30.7774109,-87.3344208
2737,Semmes,-999,30.7782432,-88.2591726
2738,Saint Francisville,1765,30.7799049,-91.3765016
2739,Chipley,3605,30.7818584,-85.538541
2740,Perkinston,-999,30.7821343,-89.1381045
2741,Grit,-999,30.7832325,-99.3200574
2742,Pine Prairie,1610,30.7838066,-92.425411
2743,Quitman,3850,30.7849191,-83.5598811
2744,Gause,-999,30.7851923,-96.7213641
2745,Le Moyen,-999,30.7854722,-92.0403955
2746,Davilla,-999,30.7857464,-97.2749968
2747,Dixie,-999,30.7857515,-83.664328
2748,Kurten,398,30.7871377,-96.2641274
2749,Whiteville,-999,30.7882507,-92.1476221
2750,Grant,-999,30.7885279,-92.9484868
2751,McKinnon,-999,30.789077,-87.4733151
2752,Bogalusa,12232,30.7910204,-89.8486858
2753,Belding,-999,30.791268,-103.02516
2754,Ethel,-999,30.7912935,-91.1306623
2755,Bonifay,2793,30.7918559,-85.6796533
2756,Boston,1315,30.7918613,-83.7898868
2757,Bartlett,1623,30.7949121,-97.4255583
2758,New Willard,-999,30.7968606,-94.8929889
2759,Baker,-999,30.7971318,-86.681344
2760,Cottondale,933,30.7971363,-85.3765965
2761,Cedar Point,630,30.7975351,-95.0749094
2762,Kingsland,15946,30.7999563,-81.6898261
2763,Roganville,-999,30.800202,-93.9035166
2764,Kinderlou,-999,30.8010338,-83.3673761
2765,Fowlstown,-999,30.8026909,-84.5471354
2766,Onalaska,1764,30.805746,-95.1163261
2767,Agricola,-999,30.807689,-88.5200194
2768,Lobo,-999,30.8140279,-104.7529867
2769,Wilmer,-999,30.8140727,-90.3625904
2770,Oakdale,7780,30.8160276,-92.660421
2771,Bayou Chicot,-999,30.8171393,-92.3509638
2772,Leggett,-999,30.8179717,-94.8704882
2773,Doucette,-999,30.8182554,-94.4288098
2774,Auburn,-999,30.8201862,-86.5377298
2775,Saraland,13405,30.820742,-88.0705556
2776,Fluker,-999,30.8215722,-90.5109272
2777,Wilmer,-999,30.823243,-88.3614002
2778,Dellwood,-999,30.8238012,-85.0496489
2779,Jarrell,984,30.8249094,-97.604454
2780,Haylow,-999,30.826044,-82.9051393
2781,Howell,-999,30.8277086,-83.053754
2782,Morrow,-999,30.8299159,-92.0801201
2783,Folkston,2502,30.8305102,-82.0098375
2784,Bains,-999,30.830737,-91.3867797
2785,Greensburg,718,30.8307379,-90.6717642
2786,Valdosta,54518,30.8327022,-83.2784851
2787,McManus,-999,30.8343481,-91.1362178
2788,Thomasville,18413,30.8365815,-83.9787808
2789,Jackson,3842,30.8374036,-91.2176087
2790,Sugartown,54,30.8399155,-93.0148779
2791,Poplarville,2894,30.8401863,-89.5342315
2792,Batchelor,-999,30.8404606,-91.6615053
2793,Florence,1136,30.8412954,-97.7936268
2794,Bogia,-999,30.8424089,-87.3244204
2795,Woodside,-999,30.8432419,-91.8201169
2796,Remerton,1123,30.8440899,-83.3104307
2797,Saint Landry,-999,30.8443611,-92.257905
2798,Elliotts Bluff,-999,30.8457903,-81.5614874
2799,DeRidder,10578,30.8463055,-93.2890528
2800,Franklinton,3857,30.8471283,-90.153141
2801,Newton,2478,30.8485337,-93.7574008
2802,Buchanan Lake Village,692,30.8507331,-98.4494766
2803,Pine Park,-999,30.851303,-84.101841
2804,Prosperity,-999,30.8518519,-85.9468806
2805,Seven Oaks,111,30.8521374,-94.8671545
2806,Riverside,510,30.8529664,-95.4035523
2807,Satsuma,6168,30.853241,-88.0561106
2808,Cameron,5552,30.8532454,-96.9769304
2809,Cannon Town,-999,30.8549077,-86.6741217
2810,Withers,-999,30.8549324,-82.9031953
2811,Homeland,910,30.8560651,-82.0209492
2812,Reynoldsville,-999,30.8571331,-84.7779759
2813,Munson,372,30.8576858,-86.8730163
2814,Wiggins,4390,30.858244,-89.1353283
2815,Valley Spring,-999,30.8593408,-98.817265
2816,Eldorado,1951,30.8601745,-100.6009299
2817,Glendale,-999,30.8629626,-86.114385
2818,Clinton,1653,30.8657362,-91.0156594
2819,McDavid,-999,30.8662971,-87.319698
2820,Silco,-999,30.8682881,-81.8309429
2821,Elizabeth,532,30.868526,-92.7929262
2822,Hext,-999,30.8690645,-99.5286744
2823,Bolivar,-999,30.8690712,-90.3948142
2824,Gurley,-999,30.8693473,-91.1339955
2825,Greenwood,686,30.8701891,-85.1618737
2826,Benndale,-999,30.8715775,-88.8069789
2827,Goudeau,-999,30.871859,-92.0142852
2828,Buckholts,515,30.8729661,-97.1249919
2829,Campton,-999,30.8735177,-86.5182847
2830,Ludington,-999,30.8740826,-93.2851638
2831,Tangipahoa,748,30.8760151,-90.5120391
2832,Climax,280,30.8760231,-84.4312983
2833,Turkey Creek,441,30.8771379,-92.4131888
2834,Cairo,9607,30.8774132,-84.2012897
2835,Plettenberg,-999,30.8779577,-91.4923381
2836,Darlington,-999,30.8779587,-90.7814888
2837,Innis,-999,30.87796,-91.6806726
2838,Holland,1121,30.8782423,-97.4016697
2839,Hearne,4459,30.8785238,-96.5930258
2840,Brownsdale,471,30.8824078,-87.225528
2841,Bay Minette,8044,30.8829628,-87.7730474
2842,Cobbtown,67,30.8829632,-87.1196911
2843,Whigham,471,30.8829681,-84.3237944
2844,Walnut Hill,-999,30.8854631,-87.5099827
2845,Pine Level,227,30.8887001,-87.1686811
2846,Wakefield,-999,30.8893466,-91.3501121
2847,Briggs,-999,30.8896255,-97.9250199
2848,Edge,-999,30.8899124,-96.2946839
2849,Barwick,386,30.8901919,-83.7407217
2850,Bakersfield,-999,30.8912672,-102.2979149
2851,Creola,1926,30.8918509,-88.0397213
2852,Varnado,1461,30.8937963,-89.8295203
2853,Fort Stockton,8283,30.8940431,-102.8793222
2854,Bond,-999,30.894354,-89.168664
2855,Maysfield,-999,30.8971332,-96.8510921
2856,Wheelock,-999,30.8976902,-96.3899639
2857,Berrydale,441,30.8993514,-87.0138543
2858,Bainbridge,12697,30.9037995,-84.5754699
2859,Colmesneil,596,30.9079752,-94.4221436
2860,Leonia,-999,30.9085166,-86.0249382
2861,Oak Grove,-999,30.9087958,-87.4274796
2862,Naylor,-999,30.9088174,-83.0782007
2863,Pontotoc,-999,30.9093387,-98.9800477
2864,Izagora,-999,30.9101835,-85.8416009
2865,Katemcy,-999,30.912673,-99.2539438
2866,Cottonwood,-999,30.9132454,-96.0030102
2867,Moscow,-999,30.9132479,-94.8252089
2868,Iraan,1229,30.9140478,-101.8979061
2869,Knight,-999,30.9154725,-93.4485028
2870,Camden,-999,30.9171384,-94.7343739
2871,Menard,1471,30.9176736,-99.7864587
2872,North Zulch,-999,30.9176895,-96.1082907
2873,Rosepine,1692,30.9199148,-93.2823858
2874,Wilson,595,30.9201794,-91.1156617
2875,Jasper,7590,30.9201995,-93.9965759
2876,Curtis,-999,30.9213105,-94.0646335
2877,Chunchula,210,30.9218505,-88.2005598
2878,Dawesville,-999,30.9224123,-84.0090606
2879,Blackman,-999,30.9246275,-86.6366208
2880,Lucedale,2923,30.9251869,-88.5900235
2881,Clifton,-999,30.9254596,-90.1798101
2882,Chester,312,30.9263062,-94.5965927
2883,Bascom,121,30.927965,-85.1185405
2884,Tunica,-999,30.9293459,-91.5551167
2885,Dupont,-999,30.9293557,-91.9478969
2886,Axis,757,30.9299052,-88.0272209
2887,Rogers,1218,30.9315741,-97.2266632
2888,Fredonia,-999,30.9321162,-99.1133844
2889,Bemiss,-999,30.9332567,-83.241263
2890,Lettsworth,-999,30.9335146,-91.7048402
2891,Watson,-999,30.9343453,-98.0144675
2892,Fidelis,156,30.9362947,-87.0241325
2893,Bluff Springs,-999,30.936295,-87.2946971
2894,Pitkin,576,30.9363018,-92.9362644
2895,Westwood Shores,1162,30.9375948,-95.325438
2896,Kentwood,2198,30.9382358,-90.5089843
2897,Stockton,-999,30.9393746,-82.999587
2898,Morven,565,30.9415814,-83.4993276
2899,Felixville,-999,30.9424016,-90.8767683
2900,Darlington,-999,30.9437933,-86.0574391
2901,Toyahvale,-999,30.9443129,-103.7893489
2902,Trinity,2697,30.9451862,-95.375496
2903,Salado,2126,30.9471278,-97.5386205
2904,New Hope,-999,30.9476822,-85.8793795
2905,Merrillville,-999,30.9490785,-83.8798921
2906,Campbellton,230,30.9493516,-85.4021544
2907,Madisonville,4396,30.9499111,-95.9116188
2908,Evergreen,310,30.9526911,-92.1087345
2909,Jay,533,30.9529611,-87.151359
2910,Bunkie,4171,30.9532472,-92.1826258
2911,Laurel Hill,-999,30.9535115,-91.3403896
2912,Flowersville,-999,30.9537929,-86.3382798
2913,Graceville,2278,30.9568503,-85.5165993
2914,Malone,2088,30.9576862,-85.1621527
2915,Pavo,627,30.959912,-83.7379458
2916,Mount Hermon,-999,30.9601803,-90.295925
2917,Ben Arnold,-999,30.9637973,-96.988043
2918,Woodbine,1412,30.9638429,-81.7226063
2919,Plaucheville,248,30.9654672,-91.9817867
2920,Laurel Hill,537,30.965737,-86.4596718
2921,Bratt,-999,30.9657386,-87.4274794
2922,Angie,251,30.9665729,-89.8095208
2923,Norwood,322,30.9676784,-91.1039946
2924,Good Hope,-999,30.9690706,-86.6313429
2925,Gaskin,-999,30.9710146,-86.1354968
2926,Retreat,-999,30.9721217,-91.4851161
2927,Century,1698,30.9732384,-87.2638628
2928,Ochlocknee,676,30.9737997,-84.0529518
2929,Neame,-999,30.9746357,-93.2818302
2930,Glenmora,1342,30.9765797,-92.5851402
2931,Brinson,215,30.9768532,-84.7376974
2932,Maxie,-999,30.9779631,-89.1958892
2933,Calvert,1192,30.9779651,-96.6738627
2934,Jerusalem,-999,30.9782864,-81.8456661
2935,Merrill,-999,30.9790758,-88.7205869
2936,Clear Springs,-999,30.9799031,-86.3452244
2937,Mount Carmel,227,30.9810157,-87.1185801
2938,Paxton,644,30.9815697,-86.3074456
2939,Noma,211,30.9821261,-85.618544
2940,Cherokee,-999,30.9823928,-98.7075397
2941,Simmesport,2161,30.983516,-91.8001195
2942,Farrsville,-999,30.9835307,-93.8074029
2943,Cottonport,2006,30.9840789,-92.0534555
2944,Balmorhea,479,30.9843123,-103.7446257
2945,Little River-Academy,1961,30.9862937,-97.3586138
2946,Esto,364,30.9874036,-85.646044
2947,McNary,211,30.9874128,-92.576251
2948,Du Pont,120,30.9885419,-82.8715305
2949,Little River,-999,30.9887936,-97.3661142
2950,Evans,-999,30.9890822,-93.5021155
2951,Warnerton,-999,30.9901802,-90.1831449
2952,Hahira,2737,30.9913064,-83.3726575
2953,Fullerton,-999,30.9932448,-92.9820994
2954,Stockton,-999,30.9937926,-87.8580499
2955,Camp San Saba,-999,30.9954486,-99.2550544
2956,Gulfcrest,161,30.9954598,-88.2375056
2957,Corrigan,1595,30.9968565,-94.8271527
2958,Burkeville,-999,30.9999178,-93.6679539
2959,Flomaton,1440,31.000182,-87.2608071
2960,Lumberton,2086,31.0012942,-89.452287
2961,Barretts,-999,31.0015898,-83.1993179
2962,Florala,1980,31.00518,-86.3280018
2963,Osyka,440,31.0068453,-90.4723179
2964,Perdido,-999,31.0076815,-87.627209
2965,Barney,-999,31.008246,-83.5129406
2966,Pleasant Hill,522,31.0088012,-94.7977078
2967,Black,207,31.0093468,-85.7443772
2968,Lockhart,516,31.0104576,-86.3496691
2969,Bucks,32,31.0104583,-88.0241655
2970,Voca,-999,31.0110033,-99.1844967
2971,Coolidge,525,31.0112991,-83.8662821
2972,Iron City,310,31.0135189,-84.8129778
2973,Long Bridge,-999,31.014078,-92.0184549
2974,Cheneyville,625,31.0149128,-92.2873521
2975,Burlington,-999,31.0151845,-96.996655
2976,Rockland,-999,31.015195,-94.381588
2977,Glendale,-999,31.0157402,-95.3010501
2978,Pinckneyville,-999,31.0160096,-91.4809494
2979,Tarboro,-999,31.0177303,-81.8053873
2980,Weldon,-999,31.0215741,-95.571333
2981,Atmore,10194,31.0237921,-87.4938708
2982,Saragosa,-999,31.024034,-103.6615683
2983,Leaf,-999,31.025742,-88.7955915
2984,Franklin,1564,31.0260194,-96.4852445
2985,Midway,228,31.0260203,-95.7505033
2986,Pollard,137,31.0271252,-87.1735825
2987,Baldridge,-999,31.0279274,-102.6204251
2988,Woodlake,-999,31.0287968,-95.0329893
2989,Normangee,685,31.0296309,-96.1146805
2990,Hamburg,-999,31.030742,-91.9315098
2991,White Oak,-999,31.0313418,-81.7303849
2992,Geneva,4452,31.0329572,-85.8638242
2993,Bradley,-999,31.033513,-86.7255128
2994,Moreauville,929,31.0346323,-91.9756768
2995,Madrid,350,31.0357372,-85.3932663
2996,Sandy Hook,-999,31.0362936,-89.8047993
2997,Homerville,2456,31.0365983,-82.7470849
2998,Chastang,-999,31.0376794,-88.0233324
2999,Winokur,-999,31.0382836,-82.0201167
3000,Crosby,-999,31.038795,-85.0863188
3001,Van Horn,2063,31.0398558,-104.8307698
3002,Eunola,243,31.0399013,-85.847435
3003,Donalsonville,2650,31.0404625,-84.8790911
3004,Lakeland,3366,31.0410373,-83.0751471
3005,Forest Hill,818,31.0418561,-92.5312494
3006,Eldorendo,-999,31.0440741,-84.6518613
3007,Cecil,286,31.0454716,-83.3921031
3008,Cottonwood,1289,31.0487933,-85.3049326
3009,Groveton,1057,31.0549071,-95.1257691
3010,Belton,18216,31.0560132,-97.464453
3011,Brooklyn,-999,31.0562946,-89.1861676
3012,Meeker,-999,31.0565783,-92.3806888
3013,Seaton,-999,31.0576808,-97.2161091
3014,Mansura,1419,31.0579664,-92.049012
3015,Hessmer,802,31.0596333,-92.1212363
3016,Chatawa,-999,31.0604559,-90.4723185
3017,Riverview,184,31.0604573,-87.0599683
3018,Girvin,-999,31.0629271,-102.388474
3019,Lampasas,6681,31.063784,-98.1816957
3020,Sam Rayburn,1181,31.0640841,-94.035745
3021,Movico,305,31.0646228,-88.025555
3022,Burr Ferry,-999,31.0663019,-93.4960046
3023,Berlin,551,31.0682441,-83.623778
3024,Kent,-999,31.0693026,-104.2171394
3025,Meigs,1035,31.0724085,-84.0890659
3026,Rosebud,1412,31.0729608,-96.9785993
3027,Big Bend,-999,31.0737924,-91.7920649
3028,Argyle,212,31.0741004,-82.6484726
3029,Ray City,1090,31.0746445,-83.1993186
3030,Hacoda,-999,31.0748994,-86.1663325
3031,Talowah,-999,31.0760145,-89.4303424
3032,Nolanville,4259,31.0787888,-97.6055694
3033,Lexie,-999,31.07879,-90.1709227
3034,Hilltop Lakes,1101,31.0793515,-96.2038502
3035,Kempner,1089,31.081007,-98.0025249
3036,Sirmans,-999,31.081317,-82.9693112
3037,Harker Heights,26700,31.0835102,-97.6597377
3038,Baxterville,-999,31.0840699,-89.5903478
3039,Mount Vernon,1574,31.0851775,-88.0133325
3040,Fort Adams,-999,31.0865647,-91.5481732
3041,Centreville,1684,31.0896202,-91.068438
3042,Calcasieu,-999,31.0896313,-92.7115348
3043,Citronelle,3905,31.0907338,-88.2280622
3044,Jakin,155,31.0910162,-84.98215
3045,East Brewton,2478,31.0932339,-87.0627469
3046,Lecompte,1227,31.0946327,-92.4004119
3047,Hammond,-999,31.0951837,-96.7138662
3048,Waverly,-999,31.0957851,-81.7226076
3049,Temple,66102,31.0982344,-97.342782
3050,Hartford,2624,31.1023998,-85.6968778
3051,Manor,-999,31.1038242,-82.5731939
3052,Woodville,1096,31.104619,-91.2995551
3053,Boykin,143,31.1046283,-84.6865847
3054,Brewton,5408,31.1051779,-87.0721918
3055,Melder,-999,31.1051869,-92.6365318
3056,Easterly,-999,31.1054616,-96.3841328
3057,Bordelonville,525,31.1054624,-91.9073439
3058,Slocomb,1980,31.1082335,-85.594378
3059,Friday,-999,31.1082393,-95.2621607
3060,McLain,441,31.1087958,-88.8272599
3061,Browndell,197,31.1090823,-93.9629651
3062,Eagle Flat,-999,31.1098532,-105.1327252
3063,Echo,-999,31.1101881,-92.2417958
3064,Samson,1940,31.1129539,-86.0460518
3065,New Llano,2504,31.1149093,-93.2715535
3066,Tylertown,1609,31.1160119,-90.1420331
3067,Killeen,127921,31.1171194,-97.7277959
3068,Rehobeth,1297,31.1229561,-85.4527113
3069,Copperas Cove,32032,31.124062,-97.9030785
3070,Verhalen,-999,31.1265311,-103.5935106
3071,Lovelady,649,31.1268496,-95.4454992
3072,Pelham,3898,31.1276849,-84.1518466
3073,Barnhart,-999,31.1279389,-101.170668
3074,Marksville,5702,31.1279652,-92.0662356
3075,Fifth Ward,800,31.1301875,-92.1729052
3076,Lamourie,-999,31.131854,-92.4118014
3077,Fort Hood,29589,31.1346213,-97.7798268
3078,Brady,5528,31.1351682,-99.3350553
3079,Saint Simons Island,12743,31.1352319,-81.3900966
3080,McCamey,1887,31.1359813,-102.2243041
3081,Adel,5334,31.1371358,-83.4234936
3082,Manning,-999,31.1388017,-94.5363145
3083,Malvern,1448,31.1393439,-85.5191005
